Therefore B-Claim
, I-Claim
pemetrexed I-Claim
combined I-Claim
with I-Claim
cisplatin I-Claim
can I-Claim
be I-Claim
used I-Claim
as I-Claim
a I-Claim
safe I-Claim
and I-Claim
effective I-Claim
drug I-Claim
for I-Claim
clinical I-Claim
first-line I-Claim
treatment I-Claim
for I-Claim
previously I-Claim
untreated I-Claim
NSCLC I-Claim
. I-Claim

Endpoints O
were O
quality O
of O
life O
( O
QoL O
) O
, O
aerobic O
fitness O
, O
muscular O
strength O
, O
lean O
body O
mass O
, O
and O
body O
fat O
. O

To O
assess O
the O
long O
term O
risks O
and O
benefits O
of O
hormone O
replacement O
therapy O
( O
combined O
hormone O
therapy O
versus O
placebo O
, O
and O
oestrogen O
alone O
versus O
combined O
hormone O
therapy O
) O
. O

30 O
patients O
received O
exemestane O
( O
EXE O
) O
25 O
mg O
daily O
and O
celecoxib O
( O
CXB O
) O
400 O
mg O
twice O
daily O
( O
group O
A O
) O
, O
24 O
patients O
received O
EXE O
25 O
mg O
daily O
( O
group O
B O
) O
and O
28 O
patients O
received O
letrozole O
( O
LET O
) O
2.5 O
mg O
daily O
( O
group O
C O
) O
. O

These B-Claim
data I-Claim
demonstrated I-Claim
a I-Claim
significant I-Claim
4.5-month I-Claim
median I-Claim
OS I-Claim
advantage I-Claim
with I-Claim
the I-Claim
lapatinib I-Claim
and I-Claim
trastuzumab I-Claim
combination I-Claim
and I-Claim
support I-Claim
dual I-Claim
HER2 I-Claim
blockade I-Claim
in I-Claim
patients I-Claim
with I-Claim
heavily I-Claim
pretreated I-Claim
HER2-positive I-Claim
MBC I-Claim
. I-Claim

Perceived O
preparedness O
for O
re-entry O
was O
analyzed O
as O
a O
moderator O
of O
effects O
. O

The O
study O
was O
designed O
as O
a O
2 O
x O
2 O
factorial O
trial O
. O

Exercise O
, O
fatigue O
, O
and O
QOL O
. O

Patients B-Premise
with I-Premise
UM I-Premise
had I-Premise
lower I-Premise
levels I-Premise
of I-Premise
pain I-Premise
one I-Premise
week I-Premise
after I-Premise
surgery I-Premise
. I-Premise

Four B-Claim
cycles I-Claim
of I-Claim
PE I-Claim
induction I-Claim
therapy I-Claim
followed I-Claim
by I-Claim
four I-Claim
cycles I-Claim
of I-Claim
topotecan I-Claim
improved I-Claim
PFS I-Claim
but I-Claim
failed I-Claim
to I-Claim
improve I-Claim
overall I-Claim
survival I-Claim
or I-Claim
quality I-Claim
of I-Claim
life I-Claim
in I-Claim
extensive-stage I-Claim
SCLC I-Claim
. I-Claim

There O
are O
few O
randomized O
controlled O
trials O
on O
the O
effectiveness O
of O
palliative O
care O
interventions O
to O
improve O
the O
care O
of O
patients O
with O
advanced O
cancer O
. O

Univariate O
Kaplan O
Meier O
survival O
analysis O
and O
log O
rank O
tests O
were O
used O
to O
compare O
the O
risk O
of O
progression O
. O

There B-Premise
was I-Premise
a I-Premise
trend I-Premise
towards I-Premise
an I-Premise
increase I-Premise
in I-Premise
OS I-Premise
, I-Premise
which I-Premise
reached I-Premise
statistical I-Premise
significance I-Premise
in I-Premise
the I-Premise
EGFR I-Premise
IHC-positive I-Premise
subgroup I-Premise
( I-Premise
p=0.0233 I-Premise
) I-Premise
. I-Premise

Liposomal B-Premise
tretinoin I-Premise
is I-Premise
a I-Premise
new I-Premise
therapeutic I-Premise
agent I-Premise
that I-Premise
has I-Premise
been I-Premise
reported I-Premise
to I-Premise
have I-Premise
some I-Premise
clinical I-Premise
activity I-Premise
in I-Premise
patients I-Premise
with I-Premise
AIDS-associated I-Premise
Kaposi I-Premise
sarcoma I-Premise
. I-Premise

Patients B-Premise
in I-Premise
both I-Premise
treatment I-Premise
conditions I-Premise
showed I-Premise
improvements I-Premise
in I-Premise
pain I-Premise
, I-Premise
depression I-Premise
, I-Premise
QOL I-Premise
, I-Premise
and I-Premise
self-efficacy I-Premise
, I-Premise
and I-Premise
caregivers I-Premise
in I-Premise
both I-Premise
conditions I-Premise
showed I-Premise
improvements I-Premise
in I-Premise
anxiety I-Premise
and I-Premise
self-efficacy I-Premise
from I-Premise
baseline I-Premise
to I-Premise
four-month I-Premise
follow-up I-Premise
. I-Premise

Consistent O
with O
the O
2-year O
analysis O
, O
there B-Claim
were I-Claim
differences I-Claim
between I-Claim
treatment I-Claim
groups I-Claim
in I-Claim
patient-reported I-Claim
side I-Claim
effects I-Claim
: I-Claim
diarrhea B-Premise
( I-Premise
anastrozole I-Premise
3.1 I-Premise
% I-Premise
vs. I-Premise
tamoxifen I-Premise
1.3 I-Premise
% I-Premise
) I-Premise
, I-Premise
vaginal I-Premise
dryness I-Premise
( I-Premise
18.5 I-Premise
% I-Premise
vs. I-Premise
9.1 I-Premise
% I-Premise
) I-Premise
, I-Premise
diminished I-Premise
libido I-Premise
( I-Premise
34.0 I-Premise
% I-Premise
vs. I-Premise
26.1 I-Premise
% I-Premise
) I-Premise
, I-Premise
and I-Premise
dyspareunia I-Premise
( I-Premise
17.3 I-Premise
% I-Premise
vs. I-Premise
8.1 I-Premise
% I-Premise
) I-Premise
were I-Premise
significantly I-Premise
more I-Premise
frequent I-Premise
with I-Premise
anastrozole I-Premise
compared I-Premise
to I-Premise
tamoxifen I-Premise
. I-Premise

In B-Premise
the I-Premise
latter I-Premise
patients I-Premise
the I-Premise
received I-Premise
dose I-Premise
intensities I-Premise
( I-Premise
RDI I-Premise
) I-Premise
of I-Premise
cisplatin I-Premise
, I-Premise
adriamycin I-Premise
and I-Premise
etoposide I-Premise
were I-Premise
significantly I-Premise
higher I-Premise
in I-Premise
the I-Premise
late-alternation I-Premise
arm I-Premise
. I-Premise

Local B-Premise
recurrence I-Premise
rate I-Premise
and I-Premise
five-year I-Premise
survival I-Premise
were I-Premise
similar I-Premise
in I-Premise
both I-Premise
groups I-Premise
";" I-Premise
however B-Claim
, I-Claim
the I-Claim
limited I-Claim
number I-Claim
of I-Claim
patients I-Claim
does I-Claim
not I-Claim
allow I-Claim
firm I-Claim
conclusions I-Claim
. I-Claim

The B-Premise
hazard I-Premise
ration I-Premise
( I-Premise
HR I-Premise
) I-Premise
for I-Premise
PFS I-Premise
was I-Premise
0.72 I-Premise
( I-Premise
95 I-Premise
% I-Premise
CI I-Premise
, I-Premise
0.58 I-Premise
to I-Premise
0.90 I-Premise
";" I-Premise
P I-Premise
= I-Premise
.0031 I-Premise
) I-Premise
. I-Premise

At B-Premise
a I-Premise
median I-Premise
follow-up I-Premise
of I-Premise
3.9 I-Premise
years I-Premise
, I-Premise
the I-Premise
estimated I-Premise
4-year I-Premise
recurrence-free I-Premise
survival I-Premise
rate I-Premise
was I-Premise
67.5 I-Premise
% I-Premise
with I-Premise
the I-Premise
16-week I-Premise
regimen I-Premise
versus I-Premise
62.7 I-Premise
% I-Premise
with I-Premise
CAF I-Premise
( I-Premise
P I-Premise
= I-Premise
.19 I-Premise
, I-Premise
two-sided I-Premise
";" I-Premise
P I-Premise
= I-Premise
.095 I-Premise
, I-Premise
one-sided I-Premise
) I-Premise
. I-Premise

Results B-Claim
were I-Claim
comparable I-Claim
with I-Claim
or I-Claim
without I-Claim
a I-Claim
washout I-Claim
, I-Claim
supporting I-Claim
direct I-Claim
switching I-Claim
from I-Claim
anti-TNF I-Claim
therapy I-Claim
to I-Claim
abatacept I-Claim
as I-Claim
an I-Claim
option I-Claim
in I-Claim
clinical I-Claim
practice I-Claim
. I-Claim

Both O
groups O
were O
well O
matched O
for O
age O
, O
gender O
, O
staging O
, O
adjuvant O
therapy O
, O
and O
mean O
follow-up O
. O

Patients O
were O
randomly O
assigned O
to O
the O
following O
four O
chemotherapy O
regimens O
: O
four O
cycles O
of O
anthracycline O
followed O
by O
paclitaxel O
( O
ACP O
) O
, O
four O
cycles O
of O
anthracycline-containing O
regimens O
followed O
by O
docetaxel O
( O
ACD O
) O
, O
eight O
cycles O
of O
paclitaxel O
( O
PTX O
) O
, O
and O
eight O
cycles O
of O
docetaxel O
( O
DTX O
) O
. O

The B-Premise
response I-Premise
rate I-Premise
for I-Premise
the I-Premise
gemcitabine-carboplatin I-Premise
group I-Premise
was I-Premise
47.2 I-Premise
% I-Premise
( I-Premise
95 I-Premise
% I-Premise
CI I-Premise
39.9-54.5 I-Premise
% I-Premise
) I-Premise
and I-Premise
30.9 I-Premise
% I-Premise
for I-Premise
carboplatin I-Premise
group I-Premise
( I-Premise
95 I-Premise
% I-Premise
CI I-Premise
24.1-37.7 I-Premise
% I-Premise
";" I-Premise
P I-Premise
= I-Premise
0.0016 I-Premise
) I-Premise
. I-Premise

These B-Claim
results I-Claim
provide I-Claim
further I-Claim
support I-Claim
for I-Claim
the I-Claim
efficacy I-Claim
of I-Claim
abiraterone I-Claim
in I-Claim
this I-Claim
population I-Claim
. I-Claim

The B-Claim
study I-Claim
results I-Claim
suggest I-Claim
that I-Claim
K-tape I-Claim
could I-Claim
replace I-Claim
the I-Claim
bandage I-Claim
in I-Claim
DLT I-Claim
, I-Claim
and I-Claim
it I-Claim
could I-Claim
be I-Claim
an I-Claim
alternative I-Claim
choice I-Claim
for I-Claim
the I-Claim
breast-cancer-related I-Claim
lymphedema I-Claim
patient I-Claim
with I-Claim
poor I-Claim
short-stretch I-Claim
bandage I-Claim
compliance I-Claim
after I-Claim
1-month I-Claim
intervention I-Claim
. I-Claim

In B-Claim
cachectic I-Claim
patients I-Claim
with I-Claim
advanced I-Claim
cancer I-Claim
, I-Claim
oral I-Claim
melatonin I-Claim
20 I-Claim
mg I-Claim
at I-Claim
night I-Claim
did I-Claim
not I-Claim
improve I-Claim
appetite I-Claim
, I-Claim
weight I-Claim
, I-Claim
or I-Claim
quality I-Claim
of I-Claim
life I-Claim
compared I-Claim
with I-Claim
placebo I-Claim
. I-Claim

Doses B-Claim
to I-Claim
the I-Claim
IUS I-Claim
and I-Claim
EUS I-Claim
on I-Claim
MRI/CT I-Claim
predicted I-Claim
worse I-Claim
urinary I-Claim
function I-Claim
, I-Claim
with I-Claim
greater I-Claim
bother I-Claim
, I-Claim
irritative I-Claim
symptoms I-Claim
, I-Claim
and I-Claim
urgency I-Claim
. I-Claim

