Cette B-Claim
étude I-Claim
n' I-Claim
a I-Claim
démontré I-Claim
aucun I-Claim
avantage I-Claim
en I-Claim
RR, I-Claim
RD, I-Claim
ou I-Claim
PFS I-Claim
mais I-Claim
un I-Claim
OS I-Claim
significativement I-Claim
supérieur I-Claim
pour I-Claim
DPPE I-Claim
plus I-Claim
DOX. I-Claim

De O
nombreuses O
patientes O
atteintes O
d' O
un O
cancer O
ovarien O
avancé O
développeront O
une O
récurrence O
de O
la O
maladie. O

Les B-Premise
patientes I-Premise
recevant I-Premise
du I-Premise
tamoxifène I-Premise
ont I-Premise
présenté I-Premise
une I-Premise
augmentation I-Premise
significative I-Premise
des I-Premise
pertes I-Premise
vaginales I-Premise
(P I-Premise
< I-Premise
0,0001). I-Premise

Une B-Premise
plus I-Premise
grande I-Premise
myélosuppression I-Premise
a I-Premise
été I-Premise
rapportée I-Premise
dans I-Premise
le I-Premise
groupe I-Premise
combiné. I-Premise

Les O
patients O
et O
les O
chercheurs O
qui O
ont O
entrepris O
des O
interventions, O
évalué O
les O
résultats O
et O
analysé O
les O
données O
n' O
ont O
pas O
été O
masqués O
pour O
l' O
affectation O
de O
groupe. O

La B-Claim
vinorelbine, I-Claim
un I-Claim
alcaloïde I-Claim
de I-Claim
vinca I-Claim
semi-synthétique, I-Claim
représente I-Claim
un I-Claim
traitement I-Claim
bien I-Claim
toléré I-Claim
pour I-Claim
les I-Claim
patients I-Claim
âgés I-Claim
atteints I-Claim
d' I-Claim
un I-Claim
cancer I-Claim
du I-Claim
poumon I-Claim
non I-Claim
à I-Claim
petites I-Claim
cellules I-Claim
avancé I-Claim
(NSCLC). I-Claim

La B-Claim
radiothérapie I-Claim
est I-Claim
un I-Claim
traitement I-Claim
palliatif I-Claim
efficace I-Claim
pour I-Claim
les I-Claim
patients I-Claim
cancéreux I-Claim
avec I-Claim
des I-Claim
métastases I-Claim
osseuses I-Claim
douloureuses. I-Claim

Les O
doses O
d' O
opiacés, O
l' O
intensité O
de O
la O
douleur, O
les O
effets O
indésirables, O
les O
médicaments O
symptomatiques O
ont O
été O
enregistrés O
à O
des O
intervalles O
hebdomadaires O
pendant O
4 O
semaines. O

La B-Premise
survie I-Premise
sans I-Premise
progression I-Premise
médiane I-Premise
était I-Premise
de I-Premise
5,9 I-Premise
mois I-Premise
avec I-Premise
GC I-Premise
et I-Premise
de I-Premise
6,3 I-Premise
mois I-Premise
avec I-Premise
PE. I-Premise

infusion O
et O
5-FU, O
850 O
mg/ O
m2 O
par O
voie O
intraveineuse. O

La B-Premise
fraction I-Premise
de I-Premise
survie I-Premise
était I-Premise
significativement I-Premise
plus I-Premise
élevée I-Premise
dans I-Premise
le I-Premise
groupe I-Premise
vacciné I-Premise
selon I-Premise
l' I-Premise
analyse I-Premise
de I-Premise
Kaplan-Meier. I-Premise

Les B-Claim
thérapies I-Claim
ciblées I-Claim
peuvent I-Claim
améliorer I-Claim
l' I-Claim
efficacité I-Claim
de I-Claim
la I-Claim
chimiothérapie I-Claim
sans I-Claim
aggraver I-Claim
la I-Claim
toxicité. I-Claim

Les O
résultats O
primaires O
ont O
été O
évalués O
de O
la O
manière O
suivante: O
CRF O
en O
utilisant O
l' O
échelle O
visuelle O
analogique O
- O
Fatigue O
globale O
"; O
" O
fonctionnement O
physique O
en O
utilisant O
le O
questionnaire O
de O
base O
30 O
de O
l' O
Organisation O
européenne O
pour O
la O
recherche O
et O
le O
traitement O
du O
cancer O
sur O
la O
qualité O
de O
vie O
et O
la O
détresse O
associée O
à O
la O
CRF O
en O
utilisant O
la O
mesure O
des O
résultats O
de O
la O
fatigue. O

Dans O
G1/G2, O
respectivement, O
l'amélioration O
ou O
la O
détérioration O
de O
la O
qualité O
de O
vie O
était O
corrélée O
à O
une O
meilleure O
ou O
à O
une O
pire O
consommation O
ou O
à O
un O
état O
nutritionnel O
(P O
< O
0,003). O

Les O
patients O
atteints O
de O
cancer O
(n O
= O
178) O
qui O
ont O
accepté O
de O
participer O
à O
l' O
étude O
ont O
été O
randomisés O
dans O
le O
groupe O
d' O
intervention O
(n O
= O
89) O
ou O
dans O
le O
groupe O
témoin O
