Cependant, O
les O
patients O
intervenus O
avaient O
des O
scores O
significativement O
meilleurs O
aux O
mois O
3 O
et O
6 O
(score O
d' O
intervention O
médian O
à O
3 O
mois, O
7 O
[ O
fourchette, O
5-7 O
], O
par O
rapport O
au O
score O
de O
contrôle O
médian, O
5 O
[ O
fourchette, O
3-7 O
] O
[ O
P O
= O
0,03 O
] O
"; O
" O
score O
d' O
intervention O
médian O
à O
6 O
mois, O
7 O
[ O
fourchette, O
6-7 O
], O
par O
rapport O
au O
score O
de O
contrôle O
médian, O
6 O
[ O
fourchette, O
3-7 O
] O
[ O
P O
= O
0,009 O
]). O

La O
démographie O
et O
l' O
état O
de O
la O
maladie O
étaient O
similaires O
entre O
les O
groupes. O

L' B-Premise
incidence I-Premise
de I-Premise
la I-Premise
toxicité I-Premise
était I-Premise
similaire I-Premise
dans I-Premise
les I-Premise
groupes. I-Premise

Un O
groupe O
a O
été O
traité O
avec O
une O
thérapie O
immunobiologique O
contre O
le O
cancer O
DC/CIK, O
et O
l'autre O
a O
été O
pris O
comme O
groupe O
témoin. O

L' O
évaluation O
de O
la O
dépression O
ajoutée O
aux O
soins O
habituels O
a O
probablement O
eu O
un O
effet O
car O
ce O
n' O
est O
normalement O
pas O
l' O
objectif O
du O
personnel O
de O
l' O
hospice. O

Les O
données O
pré- O
et O
post-évaluation O
ont O
été O
recueillies O
au O
moyen O
de O
questionnaires O
en O
ligne O
et O
de O
journaux O
de O
sommeil O
quotidiens. O

infusion O
et O
5-FU, O
800 O
mg/ O
m2 O
par O
voie O
intraveineuse. O

Une B-Premise
analyse I-Premise
multivariée I-Premise
a I-Premise
révélé I-Premise
que I-Premise
l' I-Premise
utilisation I-Premise
de I-Premise
l' I-Premise
IMRT I-Premise
mammaire I-Premise
(P I-Premise
= I-Premise
0,003) I-Premise
et I-Premise
une I-Premise
taille I-Premise
mammaire I-Premise
plus I-Premise
petite I-Premise
(P I-Premise
< I-Premise
0,001) I-Premise
étaient I-Premise
significativement I-Premise
associées I-Premise
à I-Premise
une I-Premise
diminution I-Premise
du I-Premise
risque I-Premise
de I-Premise
desquamation I-Premise
humide. I-Premise

186 O
patients O
éligibles O
n' O
ayant O
pas O
été O
traités O
auparavant O
ont O
participé O
à O
l' O
étude. O

Les O
interventions O
d' O
entraînement O
et O
de O
contrôle O
de O
la O
douleur O
ont O
été O
adaptées O
pour O
les O
matériaux O
et O
la O
méthode. O

Aucune B-Premise
différence I-Premise
n' I-Premise
a I-Premise
été I-Premise
observée I-Premise
entre I-Premise
les I-Premise
groupes I-Premise
pour I-Premise
l' I-Premise
activité I-Premise
(différence I-Premise
ajustée I-Premise
= I-Premise
-0,4, I-Premise
intervalle I-Premise
de I-Premise
confiance I-Premise
de I-Premise
95% I-Premise
CI I-Premise
-1,0 I-Premise
à I-Premise
0,2, I-Premise
p I-Premise
= I-Premise
0,17) I-Premise
ou I-Premise
les I-Premise
scores I-Premise
de I-Premise
profil I-Premise
(différence I-Premise
ajustée I-Premise
= I-Premise
-0,4, I-Premise
95% I-Premise
CI I-Premise
-0,9 I-Premise
à I-Premise
0,1, I-Premise
p I-Premise
= I-Premise
0,13), I-Premise
en I-Premise
utilisant I-Premise
cette I-Premise
conception I-Premise
d' I-Premise
essai, I-Premise
bien B-Claim
que I-Claim
les I-Claim
calculs I-Claim
