Los B-Premise
brazos I-Premise
de I-Premise
tratamiento I-Premise
no I-Premise
difirieron I-Premise
en I-Premise
cuanto I-Premise
a I-Premise
la I-Premise
tasa I-Premise
de I-Premise
retirada I-Premise
y I-Premise
la I-Premise
experiencia I-Premise
de I-Premise
eventos I-Premise
adversos I-Premise
( I-Premise
graves I-Premise
) I-Premise
. I-Premise

Comparar O
la O
eficacia O
y O
la O
tolerabilidad O
de O
gemcitabina O
más O
cisplatino O
con O
gemcitabina O
como O
agente O
único O
de O
quimioterapia O
de O
primera O
línea O
para O
el O
cáncer O
de O
páncreas O
localmente O
avanzado O
o O
metastásico. O

El B-Claim
tratamiento I-Claim
con I-Claim
PB+G I-Claim
aumentó I-Claim
la I-Claim
incidencia I-Claim
de I-Claim
neutropenia I-Claim
grave I-Claim
y I-Claim
disnea, I-Claim
aunque B-Claim
el I-Claim
régimen I-Claim
fue I-Claim
generalmente I-Claim
bien I-Claim
tolerado. I-Claim

Se B-Premise
informó I-Premise
de I-Premise
un I-Premise
ligero I-Premise
aumento I-Premise
de I-Premise
las I-Premise
transfusiones I-Premise
en I-Premise
el I-Premise
grupo I-Premise
QW I-Premise
. I-Premise

Se O
llevó O
a O
cabo O
un O
ensayo O
aleatorio O
de O
fase O
III O
para O
comparar O
dos O
esquemas O
del O
régimen O
de O
vinorelbina O
( O
VNR O
) O
-cisplatino O
( O
CDDP O
) O
en O
pacientes O
con O
cáncer O
de O
pulmón O
de O
células O
no O
pequeñas O
localmente O
avanzado O
e O
irresecable O
de O
mal O
pronóstico O
en O
estadio O
IIIB O
o O
metastásico O
en O
estadio O
IV O
. O

Los O
participantes O
tenían O
una O
carga O
de O
enfermedad O
significativa, O
con O
un O
65% O
de O
participantes O
que O
presentaban O
dos O
o O
más O
regiones O
afectadas O
por O
metástasis O
óseas O
y O
una O
puntuación O
media O
de O
Gleason O
de O
8,2±0,9 O
. O

De O
los O
168 O
encuestados, O
el O
60,7% O
tenía O
BT O
(9,5% O
asignados O
al O
azar) O
y O
el O
39,3% O
tenía O
RP O
(9,5% O
asignados O
al O
azar). O

El O
objetivo O
fue O
investigar O
la O
eficacia, O
la O
tolerabilidad O
y O
la O
calidad O
de O
vida O
( O
QOL O
) O
de O
la O
gemcitabina O
( O
GEM O
) O
en O
comparación O
con O
la O
doxorrubicina O
liposomal O
pegilada O
( O
PLD O
) O
en O
el O
tratamiento O
de O
rescate O
del O
cáncer O
de O
ovario O
recurrente O
. O

Sólo O
el O
37% O
de O
los O
pacientes O
completó O
el O
tratamiento O
del O
protocolo. O

La B-Claim
hipnosis I-Claim
parece I-Claim
reducir I-Claim
los I-Claim
sofocos I-Claim
percibidos I-Claim
en I-Claim
las I-Claim
supervivientes I-Claim
de I-Claim
cáncer I-Claim
de I-Claim
mama I-Claim
y I-Claim
puede I-Claim
tener I-Claim
beneficios I-Claim
adicionales I-Claim
como I-Claim
la I-Claim
reducción I-Claim
de I-Claim
la I-Claim
ansiedad I-Claim
y I-Claim
la I-Claim
depresión I-Claim
, I-Claim
y I-Claim
la I-Claim
mejora I-Claim
del I-Claim
sueño I-Claim
. I-Claim

La B-Claim
TCC-I I-Claim
administrada I-Claim
a I-Claim
través I-Claim
