Seventeen B-Premise
of I-Premise
25 I-Premise
HBO-treated I-Premise
patients I-Premise
( I-Premise
68 I-Premise
% I-Premise
) I-Premise
improved I-Premise
versus I-Premise
8 I-Premise
of I-Premise
21 I-Premise
controls I-Premise
( I-Premise
38.1 I-Premise
% I-Premise
";" I-Premise
P I-Premise
= I-Premise
.043 I-Premise
, I-Premise
χ I-Premise
( I-Premise
2 I-Premise
) I-Premise
test I-Premise
) I-Premise
. I-Premise

The O
regimens O
were O
compared O
with O
regard O
to O
effects O
on O
survival O
, O
response O
rates O
, O
toxicity O
, O
and O
quality O
of O
life O
. O

A B-Claim
combination I-Claim
of I-Claim
mitoxantrone I-Claim
plus I-Claim
prednisone I-Claim
is I-Claim
preferable I-Claim
to I-Claim
prednisone I-Claim
alone I-Claim
for I-Claim
reduction I-Claim
of I-Claim
pain I-Claim
in I-Claim
men I-Claim
with I-Claim
metastatic I-Claim
, I-Claim
hormone-resistant I-Claim
, I-Claim
prostate I-Claim
cancer I-Claim
. I-Claim

In B-Premise
the I-Premise
latter I-Premise
patients I-Premise
the I-Premise
received I-Premise
dose I-Premise
intensities I-Premise
( I-Premise
RDI I-Premise
) I-Premise
of I-Premise
cisplatin I-Premise
, I-Premise
adriamycin I-Premise
and I-Premise
etoposide I-Premise
were I-Premise
significantly I-Premise
higher I-Premise
in I-Premise
the I-Premise
late-alternation I-Premise
arm I-Premise
. I-Premise

Seventy-two O
patients O
who O
underwent O
surgery O
for O
lung O
( O
n=27 O
) O
or O
gastrointestinal O
tumours O
( O
n=42 O
) O
were O
assigned O
to O
an O
aerobic O
exercise O
group O
( O
stationary O
biking O
30 O
min O
five O
times O
weekly O
) O
or O
a O
progressive O
relaxation O
training O
group O
( O
45 O
min O
three O
times O
per O
week O
) O
. O

To O
examine O
the O
effect O
of O
a O
progressive O
upper-body O
exercise O
program O
on O
lymphedema O
secondary O
to O
breast O
cancer O
treatment O
. O

After O
a O
median O
follow-up O
of O
5.5 O
years O
, O
277 O
events O
have O
been O
reported O
. O

There B-Premise
were I-Premise
no I-Premise
significant I-Premise
intervention I-Premise
by I-Premise
subgroup I-Premise
interactions I-Premise
( I-Premise
P I-Premise
> I-Premise
.10 I-Premise
) I-Premise
. I-Premise

Subjects O
were O
asked O
to O
document O
the O
frequency O
, O
duration O
, O
and O
intensity O
of O
all O
exercise O
participation O
on O
monthly O
calendars O
. O

Randomized O
controlled O
trial O
. O

Doses O
for O
patients O
aged O
more O
than O
65 O
years O
were O
15 O
mg O
( O
first O
3 O
days O
) O
and O
30 O
mg O
( O
3 O
days O
after O
) O
. O

bolus O
( O
arm O
C O
) O
. O

No B-Claim
differences I-Claim
were I-Claim
observed I-Claim
between I-Claim
groups I-Claim
regarding I-Claim
HRQOL I-Claim
at I-Claim
24-month I-Claim
follow-up I-Claim
. I-Claim

QOL O
variables O
were O
analyzed O
in O
449 O
randomized O
patients O
from O
the O
COST O
trial O
93-46-53 O
( O
INT O
146 O
) O
. O

Overall B-Premise
rate I-Premise
of I-Premise
adverse I-Premise
events I-Premise
( I-Premise
AEs I-Premise
) I-Premise
was I-Premise
comparable I-Premise
between I-Premise
the I-Premise
ASA404 I-Premise
and I-Premise
placebo I-Premise
arms I-Premise
. I-Premise

This B-Premise
revealed I-Premise
a I-Premise
significant I-Premise
difference I-Premise
in I-Premise
the I-Premise
median I-Premise
survival I-Premise
in I-Premise
favor I-Premise
of I-Premise
the I-Premise
patients I-Premise
on I-Premise
the I-Premise
placebo I-Premise
arm I-Premise
of I-Premise
the I-Premise
trial I-Premise
( I-Premise
63 I-Premise
v I-Premise
129 I-Premise
days I-Premise
";" I-Premise
hazard I-Premise
ratio I-Premise
, I-Premise
1.84 I-Premise
";" I-Premise
P I-Premise
= I-Premise
.04 I-Premise
) I-Premise
. I-Premise

If O
the O
intervention O
period O
was O
prolonged O
, O
we O
might O
get O
different O
conclusion O
. O

The B-Claim
magnitude I-Claim
of I-Claim
improvement I-Claim
obtained I-Claim
was I-Claim
similar I-Claim
whether I-Claim
on I-Claim
a I-Claim
self-declared-healer- I-Claim
or I-Claim
an I-Claim
actor-provided I-Claim
" I-Claim
treatment I-Claim
" I-Claim
. I-Claim

Approximately O
38 O
% O
of O
patients O
who O
received O
zoledronic O
acid O
at O
4 O
mg O
, O
28 O
% O
who O
received O
zoledronic O
acid O
at O
8/4 O
mg O
, O
and O
31 O
% O
who O
received O
placebo O
completed O
the O
study O
. O

To O
compare O
dose-volume O
histogram O
variables O
for O
the O
internal O
and O
external O
urinary O
sphincters O
( O
IUS/EUS O
) O
with O
urinary O
quality O
of O
life O
after O
prostate O
brachytherapy O
. O

