Adult O
patients O
with O
anaemia O
( O
Hb O
< O
11 O
g/dL O
) O
were O
randomized O
to O
receive O
epoetin O
beta O
30,000 O
IU O
or O
20,000 O
IU O
once O
weekly O
for O
12 O
weeks O
. O

More B-Claim
patients I-Claim
treated I-Claim
on I-Claim
4 I-Claim
consecutive I-Claim
days I-Claim
reported I-Claim
a I-Claim
clinically I-Claim
meaningful I-Claim
increase I-Claim
in I-Claim
dyspnea I-Claim
, I-Claim
although B-Claim
interpretation I-Claim
of I-Claim
these I-Claim
results I-Claim
is I-Claim
challenging I-Claim
due I-Claim
to I-Claim
baseline I-Claim
imbalance I-Claim
between I-Claim
treatment I-Claim
groups I-Claim
. I-Claim

TS O
levels O
were O
available O
for O
147 O
patients O
( O
87.5 O
% O
) O
. O

All O
statistical O
tests O
were O
two-sided O
and O
were O
performed O
at O
the O
alpha O
= O
. O

They O
were O
stratified O
by O
radiotherapy O
( O
early O
, O
late O
, O
or O
none O
) O
, O
stage O
( O
extensive O
or O
limited O
) O
, O
response O
( O
complete O
or O
partial O
) O
, O
and O
cooperative O
group O
( O
National O
Cancer O
Institute O
of O
Canada-Clinical O
Trials O
Group O
or O
European O
Organization O
for O
Research O
and O
Treatment O
of O
Cancer O
) O
. O

No B-Premise
difference I-Premise
in I-Premise
quality I-Premise
of I-Premise
life I-Premise
between I-Premise
topotecan I-Premise
and I-Premise
observation I-Premise
was I-Premise
observed I-Premise
at I-Premise
any I-Premise
assessment I-Premise
time I-Premise
or I-Premise
for I-Premise
any I-Premise
of I-Premise
the I-Premise
subscale I-Premise
scores I-Premise
. I-Premise

The B-Premise
rate I-Premise
of I-Premise
adverse I-Premise
reactions I-Premise
, I-Premise
including I-Premise
white I-Premise
blood I-Premise
cell I-Premise
reduction I-Premise
, I-Premise
lower I-Premise
platelet I-Premise
count I-Premise
, I-Premise
lower I-Premise
hemoglobin I-Premise
, I-Premise
and I-Premise
hair I-Premise
loss I-Premise
in I-Premise
the I-Premise
PP I-Premise
group I-Premise
was I-Premise
significantly I-Premise
lower I-Premise
than I-Premise
that I-Premise
in I-Premise
the I-Premise
GP I-Premise
group I-Premise
. I-Premise

Extracellular O
adenosine O
5'-triphosphate O
( O
ATP O
) O
is O
involved O
in O
the O
regulation O
of O
a O
variety O
of O
biologic O
processes O
, O
including O
neurotransmission O
, O
muscle O
contraction O
, O
and O
liver O
glucose O
metabolism O
, O
via O
purinergic O
receptors O
. O

Three O
main O
quality O
of O
life O
scales O
( O
general O
health O
status O
, O
functional O
, O
and O
symptom O
scales O
) O
were O
assessed O
and O
compared O
between O
two O
treatment O
groups O
. O

As B-Premise
hypothesized I-Premise
, I-Premise
Bcl-2 I-Premise
levels I-Premise
decreased I-Premise
with I-Premise
CRA/IFN I-Premise
therapy I-Premise
only I-Premise
in I-Premise
Arm I-Premise
B I-Premise
( I-Premise
p I-Premise
= I-Premise
0.03 I-Premise
) I-Premise
. I-Premise

Frequent B-Premise
grade I-Premise
3 I-Premise
to I-Premise
4 I-Premise
toxicities I-Premise
for I-Premise
DCF I-Premise
v I-Premise
CF I-Premise
were I-Premise
: I-Premise
neutropenia I-Premise
( I-Premise
82 I-Premise
% I-Premise
v I-Premise
57 I-Premise
% I-Premise
) I-Premise
, I-Premise
stomatitis I-Premise
( I-Premise
21 I-Premise
% I-Premise
v I-Premise
27 I-Premise
% I-Premise
) I-Premise
, I-Premise
diarrhea I-Premise
( I-Premise
19 I-Premise
% I-Premise
v I-Premise
8 I-Premise
% I-Premise
) I-Premise
, I-Premise
lethargy I-Premise
( I-Premise
19 I-Premise
% I-Premise
v I-Premise
14 I-Premise
% I-Premise
) I-Premise
. I-Premise

Study O
follow-up O
was O
completed O
July O
2012 O
. O

The B-Premise
CR I-Premise
rate I-Premise
and I-Premise
the I-Premise
3-year I-Premise
CR I-Premise
duration I-Premise
were I-Premise
not I-Premise
affected I-Premise
adversely I-Premise
by I-Premise
use I-Premise
of I-Premise
epoetin I-Premise
alpha I-Premise
. I-Premise

The O
scapula-oriented O
exercises O
were O
designed O
focusing O
on O
scapulothoracic O
movement O
. O

Median B-Premise
survival I-Premise
times I-Premise
were I-Premise
29 I-Premise
