The B-Premise
rate I-Premise
of I-Premise
QOL I-Premise
drop-out I-Premise
for I-Premise
any I-Premise
reason I-Premise
was I-Premise
higher I-Premise
for I-Premise
C I-Premise
( I-Premise
53 I-Premise
% I-Premise
) I-Premise
compared I-Premise
to I-Premise
CP I-Premise
( I-Premise
38 I-Premise
% I-Premise
) I-Premise
( I-Premise
P I-Premise
< I-Premise
0.05 I-Premise
) I-Premise
. I-Premise

Both B-Premise
epoetin I-Premise
beta I-Premise
regiments I-Premise
were I-Premise
well I-Premise
tolerated I-Premise
and I-Premise
there I-Premise
were I-Premise
no I-Premise
dose-dependent I-Premise
adverse I-Premise
events I-Premise
. I-Premise

Pre- O
and O
post-assessment O
data O
were O
collected O
via O
online O
questionnaires O
and O
daily O
sleep O
diaries O
. O

These O
patients O
were O
assigned O
to O
the O
two O
arms O
to O
assess O
the O
value O
of O
low-dose O
CDDP O
when O
added O
to O
a O
continuous O
intravenous O
infusion O
of O
5-FU O
at O
a O
dose O
of O
300 O
mg/m O
( O
2 O
) O
/24 O
hrs O
in O
a O
one-week O
cycle O
consisting O
of O
5 O
days O
of O
treatment O
and O
2 O
days O
of O
rest O
for O
at O
least O
12 O
weeks O
. O

The B-Claim
oral I-Claim
regimen I-Claim
also I-Claim
can I-Claim
be I-Claim
safely I-Claim
given I-Claim
with I-Claim
appropriate I-Claim
toxicity I-Claim
and I-Claim
tolerability I-Claim
. I-Claim

IFNalpha2a O
was O
given O
daily O
subcutaneously O
, O
starting O
at O
a O
dose O
of O
3 O
million O
units O
( O
MU O
) O
. O

Randomized B-Claim
trials I-Claim
in I-Claim
fluorouracil I-Claim
( I-Claim
FU I-Claim
) I-Claim
-refractory I-Claim
colorectal I-Claim
cancer I-Claim
demonstrate I-Claim
significant I-Claim
survival I-Claim
advantages I-Claim
for I-Claim
patients I-Claim
receiving I-Claim
irinotecan I-Claim
. I-Claim

To O
analyze O
the O
predictive O
value O
of O
PSA O
for O
progression O
and O
the O
role O
of O
testosterone O
for O
quality O
of O
life O
( O
QOL O
) O
in O
patients O
with O
androgen O
deprivation O
therapy O
( O
ADT O
) O
for O
metastatic O
prostate O
cancer O
. O

After O
discharge O
, O
symptom O
severity O
, O
temperature O
, O
and O
medications O
used O
were O
recorded O
daily O
for O
1 O
week O
and O
symptom O
