Secondary O
endpoints O
were O
the O
proportions O
of O
women O
with O
at O
least O
15 O
% O
increase O
in O
arm O
volume O
or O
early O
axillary O
morbidity O
, O
and O
average O
scores O
for O
arm O
symptoms O
, O
dysfunctions O
, O
and O
disabilities O
assessed O
at O
6 O
and O
12 O
months O
by O
patients O
with O
the O
SNAC O
Study-Specific O
Scales O
and O
other O
quality-of-life O
instruments O
. O

Patients O
were O
randomly O
assigned O
to O
the O
8-week O
MBSR O
program O
or O
standard O
care O
. O

Two O
promising O
approaches O
to O
address O
this O
include O
dance/movement O
therapy O
and O
mindfulness O
. O

Moreover O
, O
compared B-Premise
with I-Premise
participants I-Premise
reporting I-Premise
no I-Premise
regular I-Premise
exercise I-Premise
during I-Premise
the I-Premise
follow-up I-Premise
period I-Premise
, I-Premise
those I-Premise
reporting I-Premise
regular I-Premise
aerobic I-Premise
and I-Premise
resistance I-Premise
exercise I-Premise
also I-Premise
reported I-Premise
better I-Premise
patient-rated I-Premise
outcomes I-Premise
, I-Premise
including I-Premise
quality I-Premise
of I-Premise
life I-Premise
( I-Premise
adjusted I-Premise
mean I-Premise
difference I-Premise
, I-Premise
9.5 I-Premise
";" I-Premise
95 I-Premise
% I-Premise
CI I-Premise
, I-Premise
1.2-17.8 I-Premise
";" I-Premise
P I-Premise
= I-Premise
0.025 I-Premise
) I-Premise
. I-Premise

To O
help O
document O
the O
achievement O
of O
palliation O
and O
to O
characterize O
positive O
and O
negative O
effects O
of O
treatment O
, O
we O
evaluated O
quality-of-life O
( O
QOL O
) O
parameters O
in O
patients O
with O
metastatic O
prostate O
cancer O
who O
were O
randomly O
assigned O
to O
two O
methods O
of O
androgen O
deprivation O
. O

Local O
symptoms O
were O
scored O
on O
a O
physician-assessed O
, O
five-point O
categorical O
scale O
and O
summed O
to O
produce O
a O
total O
symptom O
score O
( O
TSS O
) O
. O

Response B-Premise
rate I-Premise
was I-Premise
47.2 I-Premise
% I-Premise
( I-Premise
95 I-Premise
% I-Premise
CI I-Premise
, I-Premise
39.9 I-Premise
% I-Premise
to I-Premise
54.5 I-Premise
% I-Premise
) I-Premise
for I-Premise
gemcitabine I-Premise
plus I-Premise
carboplatin I-Premise
and I-Premise
30.9 I-Premise
% I-Premise
( I-Premise
95 I-Premise
% I-Premise
CI I-Premise
, I-Premise
24.1 I-Premise
% I-Premise
to I-Premise
37.7 I-Premise
% I-Premise
) I-Premise
for I-Premise
carboplatin I-Premise
( I-Premise
P I-Premise
= I-Premise
.0016 I-Premise
) I-Premise
. I-Premise

This B-Claim
initial I-Claim
evidence I-Claim
involving I-Claim
a I-Claim
small I-Claim
sample I-Claim
size I-Claim
suggests I-Claim
that I-Claim
appropriately I-Claim
designed I-Claim
and I-Claim
supervised I-Claim
resistance I-Claim
exercise I-Claim
may I-Claim
be I-Claim
safe I-Claim
and I-Claim
well I-Claim
tolerated I-Claim
by I-Claim
prostate I-Claim
cancer I-Claim
patients I-Claim
with I-Claim
bone I-Claim
metastatic I-Claim
disease I-Claim
and I-Claim
can I-Claim
lead I-Claim
to I-Claim
improvements I-Claim
in I-Claim
physical I-Claim
function I-Claim
, I-Claim
physical I-Claim
activity I-Claim
levels I-Claim
and I-Claim
lean I-Claim
mass I-Claim
. I-Claim

