Analogamente, B-Premise
i I-Premise
punteggi I-Premise
ASES I-Premise
sono I-Premise
migliorati I-Premise
significativamente I-Premise
(p=0,001 I-Premise
) I-Premise
sia I-Premise
nel I-Premise
gruppo I-Premise
I I-Premise
che I-Premise
nel I-Premise
gruppo I-Premise
II, I-Premise
senza I-Premise
alcuna I-Premise
differenza I-Premise
significativa I-Premise
tra I-Premise
i I-Premise
gruppi. I-Premise

Coerentemente O
con O
l' O
analisi O
di O
2 O
anni, O
ci O
sono O
state O
differenze O
tra O
i O
gruppi O
di O
trattamento O
per O
quanto O
riguarda O
gli O
effetti O
indesiderati O
segnalati O
dai O
pazienti: O
diarrea O
(anastrozolo O
3,1% O
contro O
tamoxifene O
1,3%), O
secchezza O
vaginale O
(18,5% O
contro O
9,1%), O
diminuzione O
della O
libido O
(34,0% O
contro O
26,1%) O
e O
dispareunia O
(17,3% O
contro O
8,1%) O
erano O
significativamente O
più O
frequenti O
con O
anastrozolo O
rispetto O
a O
tamoxifene. O

I O
punteggi O
di O
utilità O
sono O
stati O
valutati O
utilizzando O
lo O
strumento O
EQ-5D O
al O
punto O
di O
partenza O
";" O
cicli O
3, O
5 O
e O
7 O
";" O
7 O
mesi O
";" O
e O
1 O
anno. O

I O
test O
statistici O
erano O
a O
doppio O
senso. O

Il B-Premise
beneficio I-Premise
aggiunto I-Premise
della I-Premise
CMF I-Premise
seguita I-Premise
da I-Premise
tamoxifene I-Premise
rispetto I-Premise
al I-Premise
tamoxifene I-Premise
da I-Premise
solo I-Premise
era I-Premise
statisticamente I-Premise
significativamente I-Premise
dipendente I-Premise
dallo I-Premise
stato I-Premise
di I-Premise
ER I-Premise
(prove I-Premise
di I-Premise
interazione: I-Premise
P I-Premise
= I-Premise
0,01 I-Premise
per I-Premise
la I-Premise
sopravvivenza I-Premise
libera I-Premise
da I-Premise
malattia I-Premise
[DFS] I-Premise
e I-Premise
P I-Premise
= I-Premise
0,07 I-Premise
per I-Premise
la I-Premise
sopravvivenza I-Premise
complessiva I-Premise
[OS]). I-Premise

Lo O
scopo O
di O
questo O
studio O
multicentrico O
randomizzato O
era O
quello O
di O
valutare O
l' O
